LAMBDA0,LAMBDA,Llam
14464.349920195802,14607.54698440574,9.778140695963036e+36
14406.722711310573,14549.349266152547,9.943233890959075e+36
14349.326412511386,14491.384743995248,9.766397821610639e+36
14292.15754298508,14433.649902660633,1.0267659623700028e+37
14235.216121403022,14376.144761004913,1.0457680369100759e+37
14178.50214453524,14318.869315766138,1.1200581166892806e+37
14122.014468652944,14261.822411892608,1.2597455735803749e+37
14065.75085444948,14205.00178790853,1.0888324797291177e+37
14009.712416108796,14148.408569028274,1.136124487768051e+37
13953.896933678036,14092.040513321448,1.1821034924582667e+37
13898.30331994317,14035.896522810608,1.1102097948158837e+37
13842.931576365074,13979.976598971089,1.2428726945376705e+37
13787.78061668347,13924.279644788638,1.261900873519456e+37
13732.849367953026,13868.80457669576,1.1789851071199577e+37
13678.136770280404,13813.55032430618,1.3061804745103062e+37
13623.642818008311,13758.516881906593,1.2008008298931521e+37
13569.364385411212,13703.701092826785,1.2990855124518146e+37
13515.303549899867,13649.105055043876,1.344016213106582e+37
13461.458235555045,13594.72667208704,1.3673040844122198e+37
13407.826411385155,13540.563892857868,1.2764647525484925e+37
13354.409092496973,13486.617742512693,1.3812914769503556e+37
13301.204263482648,13432.886185691126,1.3257639918807854e+37
13248.210937212234,13379.368225490636,1.1245415458434383e+37
13195.429114814622,13326.063863051288,1.1965345594706148e+37
13142.85780814017,13272.972100440758,1.2634389985062607e+37
13090.49604022257,13220.091951020773,1.2714240339942574e+37
13038.342845058212,13167.422439224289,1.1847677036007398e+37
12986.397267389604,13114.962600336761,1.1829731249392077e+37
12934.658362492759,13062.711480281438,1.2248537972830651e+37
12883.12612727193,13010.66907593192,1.1681372763681806e+37
12831.798691332398,12958.833498376589,1.2714207346084618e+37
12780.676057040697,12907.2047500054,1.21412912362807e+37
12729.75729806649,12855.781895317348,1.2820350459382507e+37
12679.040595921826,12804.563097821452,1.1353343371544405e+37
12628.526855064005,12753.54927092914,1.2873339499296727e+37
12578.214268941243,12702.738590203762,1.1370324576524118e+37
12528.10194956349,12652.130158864169,1.2133664400834308e+37
12478.189018056548,12601.723089335308,1.3581011776616104e+37
12428.474604481387,12551.516503065754,1.1479119999486504e+37
12378.958707495394,12501.510398699598,1.1381647648474905e+37
12329.64045398811,12451.703894482593,1.2973495666100246e+37
12280.518133370679,12402.095262891049,1.1202239488832224e+37
12231.59174951569,12352.684507835895,1.2097402568780414e+37
12182.860454857562,12303.470773360652,1.271456674273514e+37
12134.323410065668,12254.45321182532,1.1828746048225456e+37
12085.979783881918,12205.630983742349,1.2400806634023315e+37
12037.827939859453,12157.002436464061,1.1758038718473097e+37
11989.868695080071,12108.568395161365,1.2050358926386425e+37
11942.100421939871,12060.327216117075,1.3498562711281613e+37
11894.522319907708,12012.278090874795,1.278158501330245e+37
11847.133595757872,11964.420218355875,1.3474226987837898e+37
11799.933463425332,11916.752804713244,1.4333483514519614e+37
11752.921918932761,11869.275845930197,1.4746397553978573e+37
11706.097402716985,11821.987767003884,1.3888302780944307e+37
11659.459912291846,11774.888565423536,1.257885968177652e+37
11613.007914064676,11727.976692413917,1.4192645859586783e+37
11566.740655986308,11681.251388480574,1.536294376397253e+37
11520.65813709086,11634.71265264806,1.5481828215099583e+37
11474.75960012725,11588.35972016851,1.5604346448628808e+37
11429.042828342486,11542.190352343077,1.7110016025903667e+37
11383.509293422529,11496.206035427413,1.6913892210708802e+37
11338.156075265457,11450.403820410585,1.6027314234717758e+37
11292.98462245157,11404.78517021384,1.621302872471143e+37
11247.992771107827,11359.347899541795,1.7628744331108667e+37
11203.179817090802,11314.091297280002,1.6712202555012353e+37
11158.545760310819,11269.015363337896,1.86556385976362e+37
11114.089197542147,11224.118680597814,1.798821847171802e+37
11069.810128233423,11179.401248502934,1.7614824951111088e+37
11025.707170798467,11134.861671789373,1.8156649138212918e+37
10981.780323981639,11090.499949189058,1.8259927800301537e+37
10938.028227248666,11046.314706698427,1.943791229582635e+37
10894.45021243378,11002.305269536875,1.7926136749226834e+37
10851.046276736617,10958.47163487631,1.9236618539838087e+37
10807.814434650545,10914.811797553586,1.9882002037478294e+37
10764.75599819216,10871.327082574264,1.9986713717273401e+37
10721.868351223859,10828.014847900975,2.0909201689535223e+37
10679.151503638874,10784.875103524899,2.0788190104206587e+37
10636.6054489655,10741.90784291026,2.170775361749487e+37
10594.22827535773,10699.11113528377,2.135526219844681e+37
10552.020614424642,10656.485618507446,2.1085560714650098e+37
10509.980582572967,10614.02939034044,2.245613437489617e+37
10468.108184405939,10571.742455431558,2.0978238883314036e+37
10426.402188600297,10529.62357026744,2.1820668019989556e+37
10384.862597259042,10487.672736971906,2.4105230675583805e+37
10343.489396690227,10445.889941717462,2.340276336137439e+37
10302.280175536123,10404.27274927393,2.3667304243919636e+37
10261.234946282355,10362.821172250551,2.4446575509476714e+37
10220.353705642869,10321.535207328734,2.4899852681797067e+37
10179.635271969924,10280.413661162427,2.549737187498541e+37
10139.078485454384,10239.455362460381,2.6696535752903824e+37
10098.683352173512,10198.660317360029,2.5363524559710704e+37
10058.449862780732,10158.02851642226,2.502410681798585e+37
10018.37686646158,10117.55879743955,2.6971334089407293e+37
9978.462116019948,10077.248890968545,2.699656733331408e+37
9938.707854428158,10037.101062186997,2.8435365976809746e+37
9899.11183987233,9997.113047087067,2.875815027687859e+37
9859.672977095433,9957.283739568678,2.890755110757058e+37
9820.39127291886,9917.613146520756,2.8415919931614313e+37
9781.265645486003,9878.100175376314,2.9186982335492516e+37
9742.29716263127,9838.74590454132,3.0459135254791046e+37
9703.482616851416,9799.547094758245,3.134680174270817e+37
9664.823080362257,9760.504828857844,3.075234072916405e+37
9626.318537068408,9721.619090585385,3.232028008230001e+37
9587.966893222932,9682.887765465839,3.1420759835220226e+37
9549.767130086708,9644.309824674567,2.971705060605043e+37
9511.720277518907,9605.886308266345,3.025717249921365e+37
9473.82530395158,9567.616174460702,3.3304971062670126e+37
9436.081195863428,9529.498399702476,3.2372565156683184e+37
9398.486957423325,9491.531978301817,3.204765394522608e+37
9361.042593533164,9453.716915209143,3.356607734725796e+37
9323.748094809442,9416.053200948056,3.271085731575808e+37
9286.60150223674,9378.538857108882,3.2900649287688973e+37
9249.602824884496,9341.173892850853,3.454374623739591e+37
9212.75205763988,9303.958303010515,3.4845244887468717e+37
9176.047291670466,9266.890159858003,3.294571730396821e+37
9139.489476817154,9229.970422637645,3.3218068442721157e+37
9103.077659153174,9193.19812797879,3.387961324086467e+37
9066.809978351626,9156.571397137308,3.264090186846632e+37
9030.687364884832,9120.091169797191,3.2255636576311316e+37
8994.708890302516,9083.756508316512,3.3978730451063705e+37
8958.872740998038,9047.565581133918,3.4181984617826586e+37
8923.180721456272,9011.52021059869,3.4353953356969504e+37
8887.630133284014,8975.617671603526,3.2763578249207365e+37
8852.220987990398,8939.857975771503,3.3855469184365296e+37
8816.953283466872,8904.241120973194,3.4212905454373697e+37
8781.826138793818,8868.766217567878,3.558853627713069e+37
8746.838687498182,8833.432390504415,3.49410780937083e+37
8711.990929020434,8798.239639217736,3.441768576386842e+37
8677.281159628905,8763.18624310923,3.4108387436252774e+37
8642.71023117647,8728.273062465118,3.5938391664095813e+37
8608.27729233084,8693.499237524917,3.2949539085154086e+37
8573.981505460144,8658.8639223642,3.4322863597104376e+37
8539.82204636236,8624.366284621348,3.5442834811720157e+37
8505.798915911482,8590.006325179005,3.460369605852954e+37
8471.911296602742,8555.78321843911,3.541876757218451e+37
8438.1591829357,8521.696958846764,3.422012979907764e+37
8404.540971298495,8487.74592691435,3.502509600006796e+37
8371.056668827545,8453.930129848937,3.490015477600601e+37
8337.705489702515,8420.248774050571,3.6061450441424467e+37
8304.487434289205,8386.701859888668,3.3988400743020597e+37
8271.401722563167,8353.288599616542,3.6010360702533694e+37
8238.44834823754,8320.008986885092,3.606811650917291e+37
8205.625781386221,8286.861476621945,3.517950585861051e+37
8172.934027214787,8253.846074084215,3.5582175227790445e+37
8140.372334794341,8220.962020908806,3.7577165644782757e+37
8107.940702345516,8188.209315298736,3.621744336598295e+37
8075.638383944105,8155.5872039451515,3.7125213911183908e+37
8043.464644912527,8123.0949448971605,3.7668073865059872e+37
8011.418761597543,8090.731807337359,3.719158241673303e+37
7979.50073569782,8058.4977929812285,3.8186739541937137e+37
7947.709847910639,8026.392175404954,3.743207050965352e+37
7916.045389584826,7994.414238941716,3.9622767988188314e+37
7884.507360144248,7962.563983009676,3.6119381329173762e+37
7853.095054968702,7930.840696012892,3.696624996891804e+37
7821.8077797327,7899.243676752053,3.7698310466834937e+37
7790.645531324999,7867.772922085117,3.9578305549674827e+37
7759.606943446589,7836.42705218671,3.7539657805565974e+37
7728.692021911634,7805.206072928559,3.737746272779273e+37
7697.9007607120075,7774.1099782430565,3.7229590451269913e+37
7667.231822823066,7743.137417869015,3.6887404644343376e+37
7636.685210768838,7712.28839435545,3.642803364015756e+37
7606.259616915937,7681.561587123405,3.655858362637545e+37
7575.956339938149,7650.958307703537,3.624724051012128e+37
7545.772791997727,7620.475942638504,3.776778638854801e+37
7515.710258995152,7590.1157905592045,3.7397155849547334e+37
7485.766830528495,7559.875922150727,3.4348814380879417e+37
7455.9431406442145,7529.7569777365925,3.734728398735142e+37
7426.238554278062,7499.758315965415,3.6650794682758122e+37
7396.651831065225,7469.878684192771,3.428040454353177e+37
7367.1829768525,7440.11808832334,3.704403623669187e+37
7337.8319862126,7410.476522876105,3.700412069754488e+37
7308.597044343146,7380.952155082144,3.5337641407015703e+37
7279.479356186833,7351.546201813083,3.456811533253325e+37
7250.4777177761825,7322.257447182167,3.424176969575014e+37
7221.590952052881,7293.084702478205,3.3287839610968133e+37
7192.819650135442,7264.028564671783,3.3764140684914004e+37
7164.163221624258,7235.088437518338,3.229070254771608e+37
7135.620512394153,7206.263155466855,3.4093638693541096e+37
7107.19209459744,7177.553296333955,3.018567723262493e+37
7078.876262080961,7148.957137075563,3.423943911666505e+37
7050.673583430331,7120.475251906291,3.2060078209601836e+37
7022.58349172955,7092.107068297672,3.2118831965178344e+37
6994.604878181204,7063.851466475198,3.2730496527150724e+37
6966.738292497098,7035.70900159282,3.137613227318532e+37
6938.982095034343,7007.6780177751825,3.2036578508964973e+37
6911.336831665497,6979.759066298985,3.071418250694255e+37
6883.801425213999,6951.951059323618,2.8693974067701554e+37
6856.375877213248,6924.253998397659,3.0039126074280806e+37
6829.059655406133,6896.667345994654,3.2555840255458326e+37
6801.852233959697,6869.190571075897,2.9625354390690003e+37
6774.753608407528,6841.823669130763,2.822579862019988e+37
6747.762231151873,6814.565077240276,3.0154663374628693e+37
6720.878620987656,6787.415319335434,2.894414780154149e+37
6694.102264438502,6760.3738768564435,2.9536492334043715e+37
6667.432654032463,6733.440237307384,2.836765564312734e+37
6640.869288183606,6706.6138941366235,2.8939923607586055e+37
6614.411671075756,6679.894346619406,2.8498362983038794e+37
6588.059312548378,6653.281099742608,2.742371827832594e+37
6561.812211183798,6626.7741520745185,2.863336615556178e+37
6535.669396914269,6600.37252394372,2.9473624697824883e+37
6509.630871518409,6574.076217146441,2.80711216407233e+37
6483.696155103622,6547.884747039148,2.8008467403246997e+37
6457.864773072246,6521.797634325661,2.7700053432335844e+37
6432.136256016998,6495.814404951567,2.672389275404309e+37
6406.510139618353,6469.934590000575,2.7353510206221923e+37
6380.985964543825,6444.157725592809,2.6566195231409368e+37
6355.563729650256,6418.4838105737945,2.7337926407312017e+37
6330.242974470084,6392.912379917338,2.790820585881793e+37
6305.022797283224,6367.442522976327,2.806968355146592e+37
6279.90320047766,6342.074242162389,2.5672562099750274e+37
6254.883737819134,6316.807086823544,2.509914418006248e+37
6229.963967660083,6291.640610939918,2.6635094694728764e+37
6205.14302075102,6266.573936656456,2.56954744045344e+37
6180.421331980087,6241.607503166691,2.4200082487801763e+37
6155.798462614737,6216.740867394623,2.5504641323816833e+37
6131.2731345777065,6191.972738610026,2.5868052360091615e+37
6106.845775008346,6167.303548180929,2.685340810246986e+37
6082.515957951234,6142.732865934951,2.5545559386413137e+37
6058.282849710311,6118.259849922443,2.4423366775683196e+37
6034.146042367167,6093.884088186602,2.5837841577779987e+37
6010.105537193794,6069.605582012013,2.533826320549216e+37
5986.16092418183,6045.42391733123,2.4336819029526683e+37
5962.311797154073,6021.338683945899,2.426676336164775e+37
5938.557357921046,5997.349075764464,2.307009529987807e+37
5914.898002426059,5973.455492650077,2.4084717156926294e+37
5891.332547099582,5949.656739315868,2.5356097234317427e+37
5867.860996042126,5925.952819902944,2.582955502262793e+37
5844.483344383325,5902.34372949272,2.4782573489870905e+37
5821.198437619706,5878.828302152141,2.3179460542976e+37
5798.006280686755,5855.406542865554,2.6510059676227705e+37
5774.906869641873,5832.078447651327,2.650254350797539e+37
5751.89907800109,5808.842878873301,2.452362167377991e+37
5728.983279490517,5785.700213957473,2.2699181520304828e+37
5706.158731144847,5762.64970258318,2.608990918326334e+37
5683.425067270009,5739.690975435982,2.524180293123175e+37
5660.781925127568,5716.823666186331,2.3140524492548284e+37
5638.228944876183,5694.047411430457,2.5112417650385224e+37
5615.765769514228,5671.361850632419,2.3274393535099255e+37
5593.392395922279,5648.76698064191,2.245132459152697e+37
5571.1077676210325,5626.261734520481,2.360981328099137e+37
5548.912235244846,5603.8464663737695,2.4448202545674816e+37
5526.805101566961,5581.520472072474,2.196777410336605e+37
5504.785682965003,5559.283061226356,2.173326116504099e+37
5482.854321228249,5537.134579008409,2.258860828355377e+37
5461.0103349946985,5515.074337311146,2.3692971833660786e+37
5439.253388110801,5493.1019966530985,2.227816429433217e+37
5417.583146794592,5471.217219947858,2.3478156581696713e+37
5395.99895283371,5449.419342466764,2.230951178677467e+37
5374.5011331585665,5427.708694376836,2.1452431439770325e+37
5353.088709871648,5406.084288099377,2.25591322925394e+37
5331.761684912245,5384.546125592877,2.2765252385702013e+37
5310.519419127357,5363.093561376718,2.0324188270324174e+37
5289.362227440225,5341.726913491883,2.1433851912478153e+37
5268.288849388117,5320.444908997059,2.1598927488150944e+37
5247.299910340182,5299.248179452549,2.2664399128495595e+37
5226.394168704266,5278.135470974438,2.160962279110754e+37
5205.571630601634,5257.10678974459,1.9425769580878244e+37
5184.832294155703,5236.162133867844,2.0567704278323443e+37
5164.175551086187,5215.30088904194,1.9071765737436744e+37
5143.601398273181,5194.523052116086,1.9354474264018283e+37
5123.109235757633,5173.828017191633,2.1310079179114755e+37
5102.698474715946,5153.215189615634,1.8952253001200566e+37
5082.368537239755,5132.683985758428,1.786871667883268e+37
5062.120006399387,5112.234994462741,2.0342360977858072e+37
5041.952298028629,5091.867625779113,1.836101836116022e+37
5021.864838673934,5071.581300576806,2.0806273192967231e+37
5001.857626910603,5051.376017417018,1.6667519709954255e+37
4981.930096682736,5031.251204639895,1.870519375844766e+37
4962.08169223575,5011.206300988884,1.9320191011559409e+37
4942.312416150465,4991.241309070355,1.6897802313726428e+37
4922.621719587492,4971.355674611409,1.8088404924095412e+37
4903.00960316839,4951.549398239757,1.805952552974295e+37
4883.476060063302,4931.822473057929,1.7943972873642354e+37
4864.019483121198,4912.173276004099,1.7248409506180486e+37
4844.640942621884,4892.602887953841,1.5273141514526264e+37
4825.339899931574,4873.110764940897,1.6160968411861068e+37
4806.1153075324055,4853.695849076977,1.660841932875935e+37
4786.967686710014,4834.358666808444,1.6311303873022854e+37
4767.896004337493,4815.098174780434,1.440682862754513e+37
4748.900265048852,4795.914377672836,1.337730985094506e+37
4729.9804661970375,4776.807272812388,1.4682456653147423e+37
4711.135601698556,4757.7758441553715,1.5487287343698664e+37
4692.366172731516,4738.820597841558,1.3300700471978863e+37
4673.671677004653,4719.941026606999,1.2484161830796111e+37
4655.051620918997,4701.136631966096,1.405399127136273e+37
4636.505519396182,4682.406924038204,1.2764571384407069e+37
4618.033374365044,4663.7519047712585,1.4843306304830554e+37
4599.634705866057,4645.171089454131,1.1772250392009872e+37
4581.309513217062,4626.664477397911,1.1180432387509777e+37
4563.05732146687,4608.231588949392,1.336829809888655e+37
4544.8776637251,4589.871952595979,1.2205851528172575e+37
4526.770540926229,4571.585569281398,1.151234342658353e+37
4508.735947119454,4553.372432995937,1.0800152667397307e+37
4490.77251169192,4535.23115955767,1.0467122375973165e+37
4472.881145802444,4517.162669145888,1.2422930752411814e+37
4455.060943176675,4499.166046514124,9.071434220994704e+36
4437.311461287023,4481.240844753765,9.900800104249888e+36
4419.633141759515,4463.387509862934,9.686437037568713e+36
4402.025100742854,4445.605149240208,1.0457895152937138e+37
4384.486907061799,4427.89332744171,8.677829987042141e+36
4367.018992675857,4410.252480703348,8.30382781744155e+36
4349.620495346617,4392.681738250549,8.991263693475583e+36
4332.291415962322,4375.18110098035,8.01457448024864e+36
4315.031330917916,4357.750141094004,6.810931917603188e+36
4297.839823443023,4340.388437695109,8.396537861604886e+36
4280.716894750522,4323.0959920085525,9.034348544793614e+36
4263.6625395370265,4305.872798678443,7.239840117679054e+36
4246.675531806218,4288.717619571099,8.210458142849323e+36
4229.756685677411,4271.631276865617,7.310853795810727e+36
4212.905189703019,4254.612951081079,5.432291219234045e+36
4196.120646806818,4237.662241210205,6.947804101615794e+36
4179.403058190915,4220.779148467005,6.565219545168993e+36
4162.752029766669,4203.9632748613585,5.899100629046537e+36
4146.16717358092,4187.2142285993705,5.540869785991039e+36
4129.64849046184,4170.532010517412,5.70645291121971e+36
4113.195974956658,4153.916615108728,6.234295611375308e+36
4096.808485344874,4137.366889349788,4.8543339562698507e+36
4080.4867783613668,4120.883597467145,4.231389021323592e+36
4064.2297269435117,4104.465601240253,4.352131213748913e+36
4048.037704627255,4088.113277903065,6.09502457923222e+36
4031.9099724241864,4071.825881151186,6.573810539475166e+36
4015.846532509498,4055.603413181342,4.6049132991485684e+36
3999.847021845366,4039.445507361635,3.79187842071683e+36
3983.911439036133,4023.3521622825906,4.5164474915596204e+36
3968.0394232665767,4007.323013556916,3.77279930189564e+36
3952.2306190580666,3991.3577021867413,4.788044428237347e+36
3936.484676163156,3975.4558744571714,4.153362164996341e+36
3920.801249462054,3959.6171818317284,4.3010577161744153e+36
3905.18068343571,3943.8419722017234,4.1404427421508505e+36
3889.6222870188953,3928.1295476603823,3.0196949140532913e+36
3874.1257219001686,3912.4795665469805,4.907468951701881e+36
3858.6909888130403,3896.8920296022893,3.7757847684956e+36
3843.317419565369,3881.366262019066,3.639304278831989e+36
3828.005676874215,3865.90293307527,4.7275213706912917e+36
3812.754438983139,3850.500707929072,3.4242278389472236e+36
3797.564362221487,3835.16024940748,3.6170489437230725e+36
3782.4344708790263,3819.880572140729,2.760594417583981e+36
3767.3650885630464,3804.6620029398205,3.7857502981494643e+36
3752.3555748852464,3789.50389507661,3.107445702500394e+36
3737.405931016382,3774.4062497334444,3.326286661503231e+36
3722.515841420909,3759.3687482509763,2.879619688559918e+36
3707.6853034204473,3744.39138792431,3.3945615479341606e+36
3692.9136965749526,3729.4735421710448,3.332646261747242e+36
3678.2007180980095,3714.6149052071796,3.0140631429214397e+36
3663.5466717453282,3699.815783795607,3.592166624322932e+36
3648.9506507137253,3685.0752621557913,2.2012353475409784e+36
3634.413253681013,3670.3939448924552,3.461372367210342e+36
3619.933290196766,3655.770629769714,3.146463393670285e+36
3605.511352587704,3641.2059149783227,3.2510336998765923e+36
3591.1468512030906,3626.6992050300014,2.8458222221284327e+36
3576.8394966759597,3612.250207693052,3.161941320225895e+36
3562.589003379961,3597.8586345134227,1.812409015494022e+36
3548.3953719555248,3583.5244861378847,1.895482695857233e+36
3534.2583172942886,3569.2474746355024,2.7003018967538683e+36
3520.1778360406875,3555.0275966174904,2.811250260482442e+36
3506.15309181402,3540.864007422979,2.5981392184724472e+36
3492.1843642502754,3526.756989456353,2.409828494093067e+36
3478.271375802381,3512.7062624228247,2.604879215144342e+36
3464.4135829952456,3498.7112774668985,2.9663554782882924e+36
3450.6112560268884,3484.7723074615546,3.362114093074911e+36
3436.8638559673927,3470.88880814147,3.217910407464601e+36
3423.171118681031,3457.0605127559734,2.1622338302589878e+36
3409.5330441353226,3443.2874212722622,1.705277492327589e+36
3395.9491094439595,3429.5690056274548,1.4462710080816355e+36
3382.419573460449,3415.9055272377077,1.8233437160549034e+36
3368.94366274599,3402.2962050071756,2.164214024689356e+36
3355.5216340589513,3388.741298236135,2.0242826191611977e+36
3342.15297884997,3375.240293340585,2.0041199515285158e+36
3328.837696980692,3361.7931901808006,1.6438307420769346e+36
3315.575289797551,3348.3994851665466,2.4111526545541154e+36
3302.36575893493,3335.059179948386,2.5219423463968958e+36
3289.2091009891437,3321.772271088936,2.1896993276009864e+36
3276.1045849393204,3308.5380203302198,1.8460954668985748e+36
3263.0524538221516,3295.356673114991,1.9669408866498917e+36
3250.05222682493,3282.227743870497,2.4015289744938624e+36
3237.103668582081,3269.1509949010438,1.1122418723693782e+36
3224.2070129417384,3256.1266623698616,1.600186224668322e+36
3211.3615555646725,3243.154034964763,1.828531114948134e+36
3198.567298359511,3230.23311461327,1.740258168766531e+36
3185.824010550883,3217.363668255337,1.7317614733810026e+36
3173.131463821563,3204.5454653133966,1.7055181945753444e+36
3160.489432263854,3191.778277643266,1.1256801442936185e+36
3147.897914739635,3179.0621040955575,1.4998700015963574e+36
3135.3564640729132,3166.396493067235,1.9445619469763355e+36
3122.865080228514,3153.7814445227764,1.4422509401683602e+36
3110.423324144333,3141.216515053362,1.7520524063868878e+36
3098.03119676194,3128.7017056098834,1.1405934042515858e+36
3085.688480601901,3116.23679655986,1.8620058086572098e+36
3073.394748354553,3103.821356363263,1.6370766271476304e+36
3061.1502125416714,3091.455599645834,1.38642279754768e+36
3048.9544483752616,3079.139097414177,1.2217944550301969e+36
3036.8072468195614,3066.871638563075,7.256382746657508e+35
3024.708400846432,3054.653014014812,2.139283830034375e+36
3012.657705395605,3042.483016679021,1.2602622381661867e+36
3000.6551594238254,3030.361645502121,9.249515489170423e+35
2988.700356388009,3018.2884899162505,1.1059061819344421e+36
2976.7930969387403,3006.263348598434,9.513767094004997e+35
2964.9333808476604,2994.2862213180524,1.0432377872630306e+36
2953.1208119176454,2982.35670795563,6.5430808066553865e+35
2941.35539035622,2970.4748087207468,1.0781857448650948e+36
2929.6369192679344,2958.640324768687,1.0135723697954322e+36
2917.9650124025293,2946.8528660253146,1.2666421392831975e+36
2906.3396704707625,2935.112433208423,1.2259401241833963e+36
2894.7607016848283,2923.418832631508,9.508216613225176e+35
2883.2277293242837,2911.771683844594,9.555415709665872e+35
2871.7407544130447,2900.1709878817337,1.3524357902795877e+36
2860.2995899752864,2888.6165559160418,5.061352528158257e+35
2848.904050588164,2877.108200688987,5.939336139520334e+35
2837.5537716350987,2865.645553974286,6.776901148047637e+35
2826.2487542983845,2854.2286169659387,7.887103811832995e+35
2814.988817598725,2842.8572068929525,1.57715731323823e+36
2803.7737819914028,2831.5311424331176,6.444894325131194e+35
2792.6032943021,2820.2500669156907,1.2078440145864355e+36
2781.477355590857,2809.0139814112063,6.0238753012494554e+35
2770.3957904162194,2797.82270874134,5.986117501592364e+35
2759.358424661995,2786.6760730661485,5.079296036042462e+35
2748.3649159769143,2775.573728645086,7.328022762664045e+35
2737.415265048251,2764.5156761722287,1.524779058015063e+35
2726.509301549107,2753.5017436344433,2.6064114098947536e+35
2715.6466908552047,2742.5315930946713,3.937278005149545e+35
2704.8272690133,2731.6050589765314,0.0
2694.051198983661,2720.722305853599,1.4298115270081456e+35
2683.3178264334715,2709.882672915163,1.7791207922210517e+35
2672.627315240982,2699.086325661868,5.647761817342345e+35
2661.9795019834382,2688.3330990530744,5.2002383479075344e+35
2651.373908767406,2677.6225104642035,1.4611351670032338e+35
2640.8105383787424,2666.954562708692,5.701662599786418e+35
2630.289389551006,2656.329254507561,1.4394694672428513e+35
2619.810148955185,2645.7462694298415,5.815764909569406e+35
2609.3728148098457,2635.205605676463,1.4537930699660832e+35
2598.9767749815633,2624.706645053881,4.405677771436887e+35
2588.622335169211,2614.249696287386,4.349657961178071e+35
2578.3091906833997,2603.8344516711654,0.0
2568.0370425133465,2593.4606092342287,2.9268073328324043e+35
2557.805890894235,2583.128169214088,4.57014085216182e+35
2547.615440831294,2572.836833695524,4.411130716441596e+35
2537.465402788579,2562.586310276186,1.5463922920464073e+35
2527.3560660386875,2552.3768910924705,2.842566652567452e+35
2517.286853510898,2542.2079933606556,1.5226327962464623e+35
2507.2577669134,2532.0796188058425,2.6060938106195012e+35
2497.2688041219294,2521.9917652827367,1.5340918227835556e+35
2487.319403822556,2511.9438659203993,2.517997400818723e+35
2477.409845211872,2501.9362026794697,0.0
2467.53984826981,2491.9684927676813,4.486293387839903e+35
2457.7088668878782,2482.0401846700684,1.5353448844600937e+35
2447.917175500544,2472.1515555379997,3.315301543650386e+35
2438.1645024873073,2462.302331061932,0.0
2428.4508458175424,2452.492509191136,0.0
2418.7756745646284,2442.7215537428183,3.093797193464867e+35
2409.138991994377,2432.9894680151215,1.572318402269059e+35
2399.540797664342,2423.296251561219,3.2124732728956437e+35
2389.9810874971686,2413.6419002633907,0.0
2380.4590907529323,2404.0256357513863,1.435694676411083e+35
2370.9753191930154,2394.447974853026,0.0
2361.5292634657526,2384.9084031740636,1.5948907340552739e+35
2352.1206750454903,2375.4066697284406,1.1596540875947428e+35
2342.749556110844,2365.9427767163415,3.4610448265459274e+35
2333.415905250119,2356.516722712095,3.2279584123448086e+35
2324.1194750638138,2347.1282578669457,3.2558211068271204e+35
2314.8600224160127,2337.777136637931,1.7192624568257586e+35
2305.6375469777336,2328.463358692813,0.0
2296.451808195912,2319.1866810970514,2.0780904141521324e+35
2287.3025696229934,2309.946865062261,0.0
2278.189831815621,2300.7439111505955,0.0
2269.1133607367433,2291.577583008037,0.0
2260.0729263035782,2282.4476482739838,0.0
2251.0687572409433,2273.3543379376288,3.6959491616671975e+35
2242.1003946306755,2264.297188537519,1.6413427061101095e+35
2233.16761449083,2255.2759738742893,0.0
2224.2706407375435,2246.2909200808454,0.0
2215.409025869029,2237.341575225132,0.0
2206.5825517105413,2228.4277189724758,0.0
